gene_id,gene_name,gene_type,K,Kin,Kout,TypeI,TypeII,Weight,CT_Score,CT_Score_norm,beta_y,p_value,fdr,MR_Score,Gene_Effect,MR_Score_norm,MR_minmax,CT_minmax,Fused_minmax_a1.00,Fused_minmax_a0.75,Fused_minmax_a0.50,Fused_minmax_a0.25,Fused_minmax_a0.00,MR_boxcox,CT_boxcox,Fused_boxcox_a1.00,Fused_boxcox_a0.75,Fused_boxcox_a0.50,Fused_boxcox_a0.25,Fused_boxcox_a0.00,MR_yeojohnson,CT_yeojohnson,Fused_yeojohnson_a1.00,Fused_yeojohnson_a0.75,Fused_yeojohnson_a0.50,Fused_yeojohnson_a0.25,Fused_yeojohnson_a0.00,MR_rin,CT_rin,Fused_rin_a1.00,Fused_rin_a0.75,Fused_rin_a0.50,Fused_rin_a0.25,Fused_rin_a0.00,MR_quantile,CT_quantile,Fused_quantile_a1.00,Fused_quantile_a0.75,Fused_quantile_a0.50,Fused_quantile_a0.25,Fused_quantile_a0.00,MR_asinh,CT_asinh,Fused_asinh_a1.00,Fused_asinh_a0.75,Fused_asinh_a0.50,Fused_asinh_a0.25,Fused_asinh_a0.00,MR_rank,CT_rank,Fused_rank_a1.00,Fused_rank_a0.75,Fused_rank_a0.50,Fused_rank_a0.25,Fused_rank_a0.00
ENSG00000000003,TSPAN6,protein_coding,3,0,3,1,0,1,3,0.005016722,NA,NA,NA,0,NA,NA,0,0.005016722408026756,0,0.001254180602006689,0.002508361204013378,0.003762541806020067,0.005016722408026756,0,0.9606916773981109,0,0.24017291934952772,0.48034583869905545,0.7205187580485832,0.9606916773981109,0,0.7471719193228473,0,0.18679297983071183,0.37358595966142366,0.5603789394921355,0.7471719193228473,0,0.2546404165319692,0,0.0636601041329923,0.1273202082659846,0.19098031239897692,0.2546404165319692,0.49873797128884684,0.759110269758637,0.49873797128884684,0.5638310459062944,0.6289241205237419,0.6940171951411895,0.759110269758637,0,0.25659849378507027,0,0.06414962344626757,0.12829924689253513,0.1924488703388027,0.25659849378507027,0.4988168480832939,0.7591891465530841,0.4988168480832939,0.5639099227007415,0.629002997318189,0.6940960719356366,0.7591891465530841
ENSG00000000938,FGR,protein_coding,18,4,14,0,1,2,36,0.060200669,NA,NA,NA,0,NA,NA,0,0.06020066889632107,0,0.015050167224080268,0.030100334448160536,0.0451505016722408,0.06020066889632107,0,0.9839494672488691,0,0.24598736681221728,0.49197473362443456,0.7379621004366519,0.9839494672488691,0,0.9735359690685333,0,0.24338399226713334,0.4867679845342667,0.7301519768014,0.9735359690685333,0,0.3847696713947149,0,0.09619241784867873,0.19238483569735745,0.2885772535460362,0.3847696713947149,0.49873797128884684,0.8925698059630857,0.49873797128884684,0.5971959299574066,0.6956538886259662,0.794111847294526,0.8925698059630857,0,0.6035017213949762,0,0.15087543034874404,0.3017508606974881,0.4526262910462321,0.6035017213949762,0.4988168480832939,0.8926486827575327,0.4988168480832939,0.5972748067518536,0.6957327654204133,0.7941907240889731,0.8926486827575327
ENSG00000000971,CFH,protein_coding,6,3,3,0,1,2,12,0.02006689,NA,NA,NA,0,NA,NA,0,0.020066889632107024,0,0.005016722408026756,0.010033444816053512,0.015050167224080268,0.020066889632107024,0,0.9749853274768638,0,0.24374633186921596,0.4874926637384319,0.7312389956076479,0.9749853274768638,0,0.9223455990358547,0,0.23058639975896367,0.46117279951792733,0.691759199276891,0.9223455990358547,0,0.29515701516441556,0,0.07378925379110389,0.14757850758220778,0.22136776137331166,0.29515701516441556,0.49873797128884684,0.8080138823158227,0.49873797128884684,0.5760569490455908,0.6533759268023348,0.7306949045590787,0.8080138823158227,0,0.44869517589099506,0,0.11217379397274876,0.22434758794549753,0.3365213819182463,0.44869517589099506,0.4988168480832939,0.8080927591102698,0.4988168480832939,0.5761358258400379,0.6534548035967819,0.7307737813535258,0.8080927591102698
ENSG00000001167,NFYA,protein_coding,30,16,14,0,1,2,60,0.100334448,NA,NA,NA,0,NA,NA,0,0.10033444816053512,0,0.02508361204013378,0.05016722408026756,0.07525083612040134,0.10033444816053512,0,0.9875288609954015,0,0.24688221524885037,0.49376443049770075,0.7406466457465511,0.9875288609954015,0,0.9845555921664776,0,0.2461388980416194,0.4922777960832388,0.7384166941248582,0.9845555921664776,0,0.45697918991301106,0,0.11424479747825277,0.22848959495650553,0.3427343924347583,0.45697918991301106,0.49873797128884684,0.9380028395646001,0.49873797128884684,0.6085541883577852,0.7183704054267235,0.8281866224956618,0.9380028395646001,0,0.6755662128260159,0,0.16889155320650398,0.33778310641300796,0.506674659619512,0.6755662128260159,0.4988168480832939,0.9380817163590471,0.4988168480832939,0.6086330651522323,0.7184492822211705,0.8282654992901088,0.9380817163590471
ENSG00000001617,SEMA3F,protein_coding,5,3,2,1,2,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49873797128884684,0.3642530367565862,0.49873797128884684,0.46511673765578165,0.4314955040227165,0.3978742703896514,0.3642530367565862,0,0,0,0,0,0,0,0.4988168480832939,0.3643319135510333,0.4988168480832939,0.4651956144502287,0.4315743808171636,0.39795314718409847,0.3643319135510333
ENSG00000001626,CFTR,protein_coding,17,5,12,2,2,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49873797128884684,0.3642530367565862,0.49873797128884684,0.46511673765578165,0.4314955040227165,0.3978742703896514,0.3642530367565862,0,0,0,0,0,0,0,0.4988168480832939,0.3643319135510333,0.4988168480832939,0.4651956144502287,0.4315743808171636,0.39795314718409847,0.3643319135510333
ENSG00000001631,KRIT1,protein_coding,2,1,1,1,2,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49873797128884684,0.3642530367565862,0.49873797128884684,0.46511673765578165,0.4314955040227165,0.3978742703896514,0.3642530367565862,0,0,0,0,0,0,0,0.4988168480832939,0.3643319135510333,0.4988168480832939,0.4651956144502287,0.4315743808171636,0.39795314718409847,0.3643319135510333
ENSG00000002016,RAD52,protein_coding,11,6,5,2,1,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49873797128884684,0.3642530367565862,0.49873797128884684,0.46511673765578165,0.4314955040227165,0.3978742703896514,0.3642530367565862,0,0,0,0,0,0,0,0.4988168480832939,0.3643319135510333,0.4988168480832939,0.4651956144502287,0.4315743808171636,0.39795314718409847,0.3643319135510333
ENSG00000002330,BAD,protein_coding,31,15,16,0,1,2,62,0.10367893,NA,NA,NA,0,NA,NA,0,0.10367892976588629,0,0.025919732441471572,0.051839464882943144,0.07775919732441472,0.10367892976588629,0,0.9877471229734801,0,0.24693678074337003,0.49387356148674005,0.7408103422301101,0.9877471229734801,0,0.9850967621947542,0,0.24627419054868854,0.4925483810973771,0.7388225716460657,0.9850967621947542,0,0.4622285499395668,0,0.1155571374848917,0.2311142749697834,0.3466714124546751,0.4622285499395668,0.49873797128884684,0.9406057737813536,0.49873797128884684,0.6092049219119735,0.7196718725351002,0.830138823158227,0.9406057737813536,0,0.6801925180113741,0,0.17004812950284354,0.3400962590056871,0.5101443885085306,0.6801925180113741,0.4988168480832939,0.9406846505758006,0.4988168480832939,0.6092837987064206,0.7197507493295473,0.830217699952674,0.9406846505758006
ENSG00000002586,CD99,protein_coding,7,4,3,1,2,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49873797128884684,0.3642530367565862,0.49873797128884684,0.46511673765578165,0.4314955040227165,0.3978742703896514,0.3642530367565862,0,0,0,0,0,0,0,0.4988168480832939,0.3643319135510333,0.4988168480832939,0.4651956144502287,0.4315743808171636,0.39795314718409847,0.3643319135510333
ENSG00000002746,HECW1,protein_coding,3,1,2,2,1,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49873797128884684,0.3642530367565862,0.49873797128884684,0.46511673765578165,0.4314955040227165,0.3978742703896514,0.3642530367565862,0,0,0,0,0,0,0,0.4988168480832939,0.3643319135510333,0.4988168480832939,0.4651956144502287,0.4315743808171636,0.39795314718409847,0.3643319135510333
ENSG00000002822,MAD1L1,protein_coding,19,13,6,2,1,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49873797128884684,0.3642530367565862,0.49873797128884684,0.46511673765578165,0.4314955040227165,0.3978742703896514,0.3642530367565862,0,0,0,0,0,0,0,0.4988168480832939,0.3643319135510333,0.4988168480832939,0.4651956144502287,0.4315743808171636,0.39795314718409847,0.3643319135510333
ENSG00000002834,LASP1,protein_coding,12,5,7,2,2,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49873797128884684,0.3642530367565862,0.49873797128884684,0.46511673765578165,0.4314955040227165,0.3978742703896514,0.3642530367565862,0,0,0,0,0,0,0,0.4988168480832939,0.3643319135510333,0.4988168480832939,0.4651956144502287,0.4315743808171636,0.39795314718409847,0.3643319135510333
ENSG00000003056,M6PR,protein_coding,4,2,2,2,2,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49873797128884684,0.3642530367565862,0.49873797128884684,0.46511673765578165,0.4314955040227165,0.3978742703896514,0.3642530367565862,0,0,0,0,0,0,0,0.4988168480832939,0.3643319135510333,0.4988168480832939,0.4651956144502287,0.4315743808171636,0.39795314718409847,0.3643319135510333
ENSG00000003400,CASP10,protein_coding,19,14,5,0,1,2,38,0.063545151,NA,NA,NA,0,NA,NA,0,0.06354515050167224,0,0.01588628762541806,0.03177257525083612,0.04765886287625418,0.06354515050167224,0,0.9843447455420047,0,0.24608618638550117,0.49217237277100234,0.7382585591565035,0.9843447455420047,0,0.9749688041569378,0,0.24374220103923444,0.4874844020784689,0.7312266031177033,0.9749688041569378,0,0.3919328659383538,0,0.09798321648458845,0.1959664329691769,0.29394964945376534,0.3919328659383538,0.49873797128884684,0.8979334279854867,0.49873797128884684,0.5985368354630067,0.6983356996371668,0.7981345638113267,0.8979334279854867,0,0.6111282847370917,0,0.15278207118427292,0.30556414236854584,0.4583462135528188,0.6111282847370917,0.4988168480832939,0.8980123047799338,0.4988168480832939,0.5986157122574538,0.6984145764316139,0.7982134406057738,0.8980123047799338
ENSG00000003402,CFLAR,protein_coding,20,6,14,2,2,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49873797128884684,0.3642530367565862,0.49873797128884684,0.46511673765578165,0.4314955040227165,0.3978742703896514,0.3642530367565862,0,0,0,0,0,0,0,0.4988168480832939,0.3643319135510333,0.4988168480832939,0.4651956144502287,0.4315743808171636,0.39795314718409847,0.3643319135510333
ENSG00000003436,TFPI,protein_coding,4,2,2,2,2,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49873797128884684,0.3642530367565862,0.49873797128884684,0.46511673765578165,0.4314955040227165,0.3978742703896514,0.3642530367565862,0,0,0,0,0,0,0,0.4988168480832939,0.3643319135510333,0.4988168480832939,0.4651956144502287,0.4315743808171636,0.39795314718409847,0.3643319135510333
ENSG00000003756,RBM5,protein_coding,3,1,2,1,2,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49873797128884684,0.3642530367565862,0.49873797128884684,0.46511673765578165,0.4314955040227165,0.3978742703896514,0.3642530367565862,0,0,0,0,0,0,0,0.4988168480832939,0.3643319135510333,0.4988168480832939,0.4651956144502287,0.4315743808171636,0.39795314718409847,0.3643319135510333
ENSG00000004142,POLDIP2,protein_coding,8,1,7,2,2,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49873797128884684,0.3642530367565862,0.49873797128884684,0.46511673765578165,0.4314955040227165,0.3978742703896514,0.3642530367565862,0,0,0,0,0,0,0,0.4988168480832939,0.3643319135510333,0.4988168480832939,0.4651956144502287,0.4315743808171636,0.39795314718409847,0.3643319135510333
ENSG00000004399,PLXND1,protein_coding,1,0,1,2,0,1,1,0.001672241,NA,NA,NA,0,NA,NA,0,0.0016722408026755853,0,4.180602006688963e-4,8.361204013377926e-4,0.001254180602006689,0.0016722408026755853,0,0.9464077754542604,0,0.2366019438635651,0.4732038877271302,0.7098058315906952,0.9464077754542604,0,0.49673792343088535,0,0.12418448085772134,0.24836896171544268,0.37255344257316403,0.49673792343088535,0,0.23715417988645957,0,0.05928854497161489,0.11857708994322978,0.17786563491484467,0.23715417988645957,0.49873797128884684,0.7360782457800915,0.49873797128884684,0.558073039911658,0.6174081085344691,0.6767431771572804,0.7360782457800915,0,0.12436942190020085,0,0.031092355475050213,0.062184710950100426,0.09327706642515064,0.12436942190020085,0.4988168480832939,0.7361571225745386,0.4988168480832939,0.5581519167061051,0.6174869853289162,0.6768220539517275,0.7361571225745386
